<AISHELL_WAV_ROOT>
train/S0014/BAC009S0014W0121.wav	95951
train/S0014/BAC009S0014W0122.wav	76672
train/S0014/BAC009S0014W0123.wav	74032
train/S0014/BAC009S0014W0124.wav	80832
train/S0014/BAC009S0014W0125.wav	107056
train/S0014/BAC009S0014W0126.wav	118976
train/S0014/BAC009S0014W0127.wav	80288
train/S0014/BAC009S0014W0128.wav	88464
train/S0014/BAC009S0014W0129.wav	73920
train/S0014/BAC009S0014W0130.wav	61008
train/S0014/BAC009S0014W0131.wav	77231
train/S0014/BAC009S0014W0132.wav	89567
train/S0014/BAC009S0014W0133.wav	108431
train/S0014/BAC009S0014W0134.wav	89168
train/S0014/BAC009S0014W0135.wav	88881
train/S0014/BAC009S0014W0136.wav	119664
train/S0014/BAC009S0014W0137.wav	137824
train/S0014/BAC009S0014W0138.wav	142128
train/S0014/BAC009S0014W0140.wav	134912
train/S0014/BAC009S0014W0141.wav	105519
train/S0014/BAC009S0014W0142.wav	116752
train/S0014/BAC009S0014W0143.wav	50752
train/S0014/BAC009S0014W0144.wav	101360
train/S0014/BAC009S0014W0145.wav	79585
train/S0014/BAC009S0014W0146.wav	72240
train/S0014/BAC009S0014W0147.wav	110783
train/S0014/BAC009S0014W0148.wav	63376
train/S0014/BAC009S0014W0149.wav	92895
train/S0014/BAC009S0014W0150.wav	87344
train/S0014/BAC009S0014W0151.wav	105104
train/S0014/BAC009S0014W0152.wav	103984
train/S0014/BAC009S0014W0153.wav	96368
train/S0014/BAC009S0014W0154.wav	134785
train/S0014/BAC009S0014W0155.wav	74303
train/S0014/BAC009S0014W0156.wav	66625
train/S0014/BAC009S0014W0157.wav	105744
train/S0014/BAC009S0014W0158.wav	64318
train/S0014/BAC009S0014W0159.wav	96736
train/S0014/BAC009S0014W0160.wav	69072
train/S0014/BAC009S0014W0161.wav	131775
train/S0014/BAC009S0014W0162.wav	109697
train/S0014/BAC009S0014W0163.wav	119648
train/S0014/BAC009S0014W0164.wav	85121
train/S0014/BAC009S0014W0165.wav	91184
train/S0014/BAC009S0014W0166.wav	133072
train/S0014/BAC009S0014W0167.wav	104910
train/S0014/BAC009S0014W0168.wav	92320
train/S0014/BAC009S0014W0169.wav	126705
train/S0014/BAC009S0014W0170.wav	96416
